ID	Ontology Source	Term	GOLevels	GOGroups	Nr. Genes	% Associated Genes	Term PValue	Term PValue Corrected with Bonferroni step down	Group PValue	Group PValue Corrected with Bonferroni step down	Associated Genes Found	All Associated Genes	OverViewTerm
R-HSA:427336	REACTOME_Reactions_25.05.2022	TTF1:rRNA promoter:ERCC6:EHMT2 complex dimethylates histone H3 at lysine-9.	[-1]	[Group13]	4	5.3333335	0.018806642789158376	0.5641992836747513	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[CHD3, CHD4, EHMT2, ERCC6, GATAD2A, GATAD2B, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HDAC1, HDAC2, LOC102724334, MBD3, MTA1, MTA2, MTA3, RBBP4, RBBP7, TTF1]	FALSE
R-HSA:427337	REACTOME_Reactions_25.05.2022	MBD2 binds methylcytosine in chromatin	[-1]	[Group13]	4	6.557377	0.009335141694197897	0.5134327931808843	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, LOC102724334, MBD2]	FALSE
R-HSA:427359	REACTOME_Pathways_25.05.2022	SIRT1 negatively regulates rRNA expression	[-1]	[Group13]	4	5.882353	0.01354723391948141	0.596078292457182	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, LOC102724334, RRP8, SIRT1, SUV39H1, TAF1A, TAF1B, TAF1C, TAF1D, TBP]	FALSE
R-HSA:427383	REACTOME_Reactions_25.05.2022	CBX3 (HP1gamma) binds histone H3 dimethylated at lysine-9	[-1]	[Group13]	4	6.557377	0.009335141694197897	0.5134327931808843	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[CBX3, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, LOC102724334]	FALSE
R-HSA:427389	REACTOME_Pathways_25.05.2022	ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression	[-1]	[Group13]	4	5.263158	0.01964755697721482	0.550131595362015	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[CBX3, CHD3, CHD4, EHMT2, ERCC6, GATAD2A, GATAD2B, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HDAC1, HDAC2, LOC102724334, MBD3, MTA1, MTA2, MTA3, RBBP4, RBBP7, TTF1]	FALSE
R-HSA:427413	REACTOME_Pathways_25.05.2022	NoRC negatively regulates rRNA expression	[-1]	[Group13]	5	4.6728973	0.015133275182377223	0.6053310072950889	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[DNMT1, H4C2, H4C3, H4C5, H4C8]	[ARID4B, BAZ2A, CCNH, CDK7, DNMT1, DNMT3B, ERCC2, ERCC3, GTF2H1, GTF2H2, GTF2H3, GTF2H4, GTF2H5, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HDAC1, HDAC2, LOC102724334, MBD2, MNAT1, POLR1A, POLR1B, POLR1C, POLR1D, POLR1E, POLR1F, POLR1G, POLR1H, POLR2E, POLR2F, POLR2H, POLR2K, POLR2L, RNA45SN5, SAP130, SAP18, SAP30, SAP30BP, SAP30L, SIN3A, SIN3B, SMARCA5, SUDS3, TAF1A, TAF1B, TAF1C, TAF1D, TBP, TTF1, UBTF]	FALSE
R-HSA:427514	REACTOME_Reactions_25.05.2022	eNoSC deacetylates histone H3	[-1]	[Group13]	4	6.3492064	0.010436343391080958	0.5426898563362098	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, LOC102724334, RRP8, SIRT1, SUV39H1]	FALSE
R-HSA:427527	REACTOME_Reactions_25.05.2022	eNoSC dimethylates histone H3 at lysine-9	[-1]	[Group13]	4	6.3492064	0.010436343391080958	0.5426898563362098	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, LOC102724334, RRP8, SIRT1, SUV39H1]	FALSE
R-HSA:427528	REACTOME_Reactions_25.05.2022	Formation of energy-dependent Nucleolar Silencing Complex (eNoSC)	[-1]	[Group13]	4	6.3492064	0.010436343391080958	0.5426898563362098	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, LOC102724334, RRP8, SIRT1, SUV39H1]	FALSE
R-HSA:433672	REACTOME_Reactions_25.05.2022	NoRC:HDAC:DNMT deacetylates histone H4 and methylates histone H3	[-1]	[Group13]	5	6.6666665	0.003465983508768892	0.2772786807015114	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[DNMT1, H4C2, H4C3, H4C5, H4C8]	[ARID4B, BAZ2A, DNMT1, DNMT3B, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HDAC1, HDAC2, LOC102724334, SAP130, SAP18, SAP30, SAP30BP, SAP30L, SIN3A, SIN3B, SMARCA5, SUDS3]	FALSE
R-HSA:453279	REACTOME_Pathways_25.05.2022	Mitotic G1 phase and G1/S transition	[-1]	[Group09, Group12]	8	5.3691278	9.511944579323045E-4	0.10177780699875659	{Group09=1.9412308781270612E-4, Group12=6.036240994692442E-6}	{Group09=0.0019412308781270613, Group12=7.847113293100175E-5}	[CCND2, CDKN2D, LIN52, MCM10, MCM7, POLE3, PPP2CA, PSMB5]	[ABL1, AKT1, AKT2, AKT3, CABLES1, CCNA1, CCNA2, CCNB1, CCND1, CCND2, CCND3, CCNE1, CCNE2, CCNH, CDC25A, CDC45, CDC6, CDC7, CDK1, CDK2, CDK4, CDK6, CDK7, CDKN1A, CDKN1B, CDKN1C, CDKN2A, CDKN2B, CDKN2C, CDKN2D, CDT1, CKS1B, CUL1, DBF4, DHFR, DYRK1A, E2F1, E2F2, E2F3, E2F4, E2F5, E2F6, FBXO5, GMNN, HDAC1, JAK2, LIN37, LIN52, LIN54, LIN9, LYN, MAX, MCM10, MCM2, MCM3, MCM4, MCM5, MCM6, MCM7, MCM8, MNAT1, MYBL2, MYC, ORC1, ORC2, ORC3, ORC4, ORC5, ORC6, PCNA, POLA1, POLA2, POLE, POLE2, POLE3, POLE4, PPP2CA, PPP2CB, PPP2R1A, PPP2R1B, PPP2R2A, PPP2R3B, PRIM1, PRIM2, PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7, PSMB1, PSMB10, PSMB2, PSMB3, PSMB4, PSMB5, PSMB6, PSMB7, PSMB8, PSMB9, PSMC1, PSMC2, PSMC3, PSMC4, PSMC5, PSMC6, PSMD1, PSMD10, PSMD11, PSMD12, PSMD13, PSMD14, PSMD2, PSMD3, PSMD4, PSMD5, PSMD6, PSMD7, PSMD8, PSMD9, PSME1, PSME2, PSME3, PSMF1, PTK6, RB1, RBBP4, RBL1, RBL2, RPA1, RPA2, RPA3, RPA4, RPS27A, RRM2, SEM1, SKP1, SKP2, SRC, TFDP1, TFDP2, TK1, TOP2A, TYMS, UBA52, UBB, UBC, WEE1]	TRUE
R-HSA:4551638	REACTOME_Pathways_25.05.2022	SUMOylation of chromatin organization proteins	[-1]	[Group13]	4	5.633803	0.015668739820297685	0.6110808529916097	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[AAAS, BMI1, CBX2, CBX4, CBX5, CBX8, CHD3, COMMD3-BMI1, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HDAC1, HDAC2, HDAC4, L3MBTL2, NDC1, NUP107, NUP133, NUP153, NUP155, NUP160, NUP188, NUP205, NUP210, NUP214, NUP35, NUP37, NUP42, NUP43, NUP50, NUP54, NUP58, NUP62, NUP85, NUP88, NUP93, NUP98, PCGF2, PHC1, PHC2, PHC3, PIAS1, PIAS2, POM121, RAE1, RANBP2, RING1, RNF2, SATB1, SATB2, SCMH1, SEC13, SEH1L, SUMO1, SUMO2, SUMO3, SUZ12, TPR, UBE2I, ZBED1]	FALSE
R-HSA:4570485	REACTOME_Reactions_25.05.2022	SUMOylation of Histone H4 with SUMO3	[-1]	[Group13]	4	25.0	5.2215876808302674E-5	0.006579200477846137	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, SUMO3, UBE2I]	FALSE
R-HSA:4570496	REACTOME_Reactions_25.05.2022	SUMOylation of Histone H4 with SUMO1	[-1]	[Group13]	4	25.0	5.2215876808302674E-5	0.006579200477846137	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, SUMO1, UBE2I]	FALSE
R-HSA:5144542	REACTOME_Reactions_25.05.2022	CLOCK acetylates lysine-15 of histone H3, H4	[-1]	[Group13]	4	14.285714	5.17446368133087E-4	0.05743654686277266	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[CLOCK, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9]	FALSE
R-HSA:5205798	REACTOME_Reactions_25.05.2022	PRMT1,PRMT6 methylate arginine-4 of histone H4	[-1]	[Group13]	4	25.0	5.2215876808302674E-5	0.006579200477846137	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, PRMT1, PRMT6]	FALSE
R-HSA:5205861	REACTOME_Reactions_25.05.2022	COPRS:CCND1:CDK4:PRMT5:pT5-WDR77 methylates arginine-4 of histone H4 (H4R3)	[-1]	[Group13]	4	11.764706	0.001100248602865894	0.11442585469805297	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ACTL6A, ACTL6B, ARID1A, ARID1B, ARID2, CCND1, CDK4, COPRS, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, PBRM1, PRMT5, SMARCA2, SMARCA4, SMARCB1, SMARCC1, SMARCC2, SMARCD1, SMARCD2, SMARCD3, SMARCE1, WDR77]	FALSE
R-HSA:5212679	REACTOME_Reactions_25.05.2022	DNMT3A binds Me2sR4-HIST1H4	[-1]	[Group13]	4	26.666666	3.957916038636904E-5	0.005066132529455237	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[DNMT3A, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9]	FALSE
R-HSA:5227490	REACTOME_Reactions_25.05.2022	NoRC:HDAC:DNMT methylates cytosine of the rRNA genes	[-1]	[Group13]	5	6.6666665	0.003465983508768892	0.2772786807015114	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[DNMT1, H4C2, H4C3, H4C5, H4C8]	[ARID4B, BAZ2A, DNMT1, DNMT3B, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HDAC1, HDAC2, LOC102724334, SAP130, SAP18, SAP30, SAP30BP, SAP30L, SIN3A, SIN3B, SMARCA5, SUDS3]	FALSE
R-HSA:5250924	REACTOME_Pathways_25.05.2022	B-WICH complex positively regulates rRNA expression	[-1]	[Group13]	4	4.3956046	0.03507850389532517	0.3858635428485769	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ACTB, BAZ1B, DDX21, DEK, EP300, ERCC6, GSK3B, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, KAT2A, KAT2B, LOC102724334, MYBBP1A, MYO1C, POLR1A, POLR1B, POLR1C, POLR1D, POLR1E, POLR1F, POLR1G, POLR1H, POLR2E, POLR2F, POLR2H, POLR2K, POLR2L, SF3B1, SMARCA5, TAF1A, TAF1B, TAF1C, TAF1D, TBP]	FALSE
R-HSA:5250938	REACTOME_Reactions_25.05.2022	B-WICH:histone acetyltransferase acetylates histone H3 at lysine-9	[-1]	[Group13]	4	4.494382	0.032709858981441076	0.425228166758734	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[BAZ1B, DDX21, DEK, EP300, ERCC6, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, KAT2A, KAT2B, LOC102724334, MYBBP1A, MYO1C, POLR1A, POLR1B, POLR1C, POLR1D, POLR1E, POLR1F, POLR1G, POLR1H, POLR2E, POLR2F, POLR2H, POLR2K, POLR2L, SF3B1, SMARCA5, TAF1A, TAF1B, TAF1C, TAF1D, TBP]	FALSE
R-HSA:5250941	REACTOME_Pathways_25.05.2022	Negative epigenetic regulation of rRNA expression	[-1]	[Group13]	5	4.5454545	0.016872873059839713	0.59055055709439	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[DNMT1, H4C2, H4C3, H4C5, H4C8]	[ARID4B, BAZ2A, CCNH, CDK7, DNMT1, DNMT3B, ERCC2, ERCC3, GTF2H1, GTF2H2, GTF2H3, GTF2H4, GTF2H5, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HDAC1, HDAC2, LOC102724334, MBD2, MNAT1, POLR1A, POLR1B, POLR1C, POLR1D, POLR1E, POLR1F, POLR1G, POLR1H, POLR2E, POLR2F, POLR2H, POLR2K, POLR2L, RNA45SN5, RRP8, SAP130, SAP18, SAP30, SAP30BP, SAP30L, SIN3A, SIN3B, SIRT1, SMARCA5, SUDS3, SUV39H1, TAF1A, TAF1B, TAF1C, TAF1D, TBP, TTF1, UBTF]	FALSE
R-HSA:5334097	REACTOME_Reactions_25.05.2022	DNMT3B:DNMT3L methylates cytosine in DNA	[-1]	[Group13]	4	6.451613	0.0098757747963877	0.5332918390049357	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[DNMT3B, DNMT3L, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, LOC102724334]	FALSE
R-HSA:5334099	REACTOME_Reactions_25.05.2022	UHRF1 binds chromatin with hemimethylated cytosine	[-1]	[Group13]	5	8.196721	0.001390328299798961	0.14042315827969507	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8, UHRF1]	[H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, LOC102724334, UHRF1]	FALSE
R-HSA:5334118	REACTOME_Pathways_25.05.2022	DNA methylation	[-1]	[Group13]	6	9.230769	2.4183278139880058E-4	0.029019933767856068	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[DNMT1, H4C2, H4C3, H4C5, H4C8, UHRF1]	[DNMT1, DNMT3A, DNMT3B, DNMT3L, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, LOC102724334, UHRF1]	FALSE
R-HSA:5334151	REACTOME_Reactions_25.05.2022	DNMT1 methylates cytosine in hemimethylated DNA	[-1]	[Group13]	6	9.67742	1.8610743068274947E-4	0.022705106543295436	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[DNMT1, H4C2, H4C3, H4C5, H4C8, UHRF1]	[DNMT1, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, LOC102724334, UHRF1]	FALSE
