,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
FBgn0265584,8.564798658,-0.79119228,0.896688881,-0.882348712,0.377588262,0.60696138
FBgn0265585,0,NA,NA,NA,NA,NA
FBgn0265586,0.778453766,-0.093763911,0.631886651,-0.148387232,0.882037176,NA
FBgn0265587,1.08335749,-0.073508288,0.634471706,-0.115857472,NA,NA
FBgn0265588,0,NA,NA,NA,NA,NA
FBgn0265589,0,NA,NA,NA,NA,NA
FBgn0265590,2531.216184,0.126889939,0.414851688,0.305868201,0.759704998,0.884627636
FBgn0265591,6.167262596,2.136565418,0.865280792,2.469216281,0.013540935,NA
FBgn0265592,291.287506,4.767667532,0.535600045,8.901544314,5.51E-19,2.59E-17
FBgn0265593,0.073016263,-0.246793766,0.627360644,-0.393384201,0.694035737,NA
FBgn0265594,0,NA,NA,NA,NA,NA
FBgn0265595,13730.07856,-3.816358242,0.285627183,-13.36132718,1.02E-40,1.07E-38
FBgn0265596,0.197620978,-0.383695082,0.627360644,-0.611602091,0.540801054,NA
FBgn0265597,1621.797436,-1.343675925,0.406120148,-3.308567503,0.000937746,0.007160623
FBgn0265598,4433.548075,0.779604482,0.2653806,2.937684532,0.003306733,0.020624853
FBgn0265605,21749.99331,0.116275171,0.236373315,0.491913272,0.622780655,0.797307422
FBgn0265606,53.67797103,-0.373457602,0.791240575,-0.471989953,0.63693396,0.807168497
FBgn0265607,0,NA,NA,NA,NA,NA
FBgn0265608,3.78999352,-0.542081255,0.762316318,-0.711097535,0.477023798,NA
FBgn0265609,0,NA,NA,NA,NA,NA
FBgn0265610,0.154765356,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0265611,63.0060492,1.223312639,0.614265686,1.99150411,0.046425494,0.156646449
FBgn0265612,14.67457539,0.884689075,0.876775168,1.009026153,0.312962092,0.547118747
FBgn0265613,3.073272851,0.234110088,0.822276224,0.284709786,0.775866492,NA
FBgn0265614,0.584130105,-0.809895332,0.63030433,-1.284927444,NA,NA
FBgn0265623,7609.180105,-0.590608456,0.37372218,-1.580340927,0.114028812,0.291929433
FBgn0265625,0.383776803,0.032669186,0.629928385,0.051861746,0.958638856,NA
FBgn0265626,0,NA,NA,NA,NA,NA
FBgn0265627,0,NA,NA,NA,NA,NA
FBgn0265629,85.69121895,-0.474023004,0.532740751,-0.889781761,0.373583082,0.602723996
FBgn0265630,7310.393336,0.338100252,0.224905961,1.503296088,0.132762709,0.322499832
FBgn0265631,0.343087923,-0.383695082,0.627360644,-0.611602091,0.540801054,NA
FBgn0265632,0.992681203,-0.059588042,0.63763158,-0.093452149,NA,NA
FBgn0265633,7.330856638,-0.248000426,0.874820824,-0.283487108,0.776803463,0.891285575
FBgn0265634,58.19921723,-0.205801561,0.669887114,-0.30721827,0.75867724,0.883793013
FBgn0265635,20.22789322,0.276357631,0.893740114,0.309214755,0.75715817,0.882971328
FBgn0265636,60.23988552,-1.552684615,0.814520113,-1.906256936,0.056616878,0.180017882
FBgn0265637,7.44569728,0.090176881,0.876427698,0.102891409,0.918049156,0.962054325
FBgn0265638,4.220223509,-0.515824106,0.750532916,-0.687277126,0.49190811,NA
FBgn0265639,0,NA,NA,NA,NA,NA
FBgn0265640,0.624581356,0.293837227,0.636152233,0.461897658,0.644154713,NA
FBgn0265641,5.335163244,0.198913312,0.755372171,0.263331533,NA,NA
FBgn0265642,0.27007166,-0.246793766,0.627360644,-0.393384201,0.694035737,NA
FBgn0265643,0.449933176,-0.110528514,0.627876834,-0.176035343,NA,NA
FBgn0265644,0.541361573,-0.681956403,0.629364026,-1.083564319,0.278558018,NA
FBgn0265645,0.154765356,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0265646,0,NA,NA,NA,NA,NA
FBgn0265648,0,NA,NA,NA,NA,NA
FBgn0265649,0,NA,NA,NA,NA,NA
FBgn0265650,3.228749198,1.503461948,0.764040839,1.967776945,0.049093708,NA
FBgn0265651,27.88041792,1.628007315,0.868283966,1.874971068,0.060796704,0.189329928
FBgn0265652,0,NA,NA,NA,NA,NA
FBgn0265653,7.046945955,2.102111418,0.814326734,2.5814103,0.009839756,0.049949974
FBgn0265654,2.813599654,-0.44132889,0.650546106,-0.678397559,0.497519656,NA
FBgn0265655,0.146032526,-0.383695082,0.627360644,-0.611602091,0.540801054,NA
FBgn0265656,0.137962304,0.027008867,0.627360644,0.043051579,0.965660418,NA
FBgn0265657,1.004731341,-0.897627664,0.634667061,-1.414328424,0.157265495,NA
FBgn0265658,0,NA,NA,NA,NA,NA
FBgn0265659,0.88492473,-0.200431166,0.63782153,-0.314243337,0.753336231,NA
FBgn0265660,0,NA,NA,NA,NA,NA
FBgn0265661,1.399744568,0.406588028,0.642014219,0.633300658,0.526537324,NA
FBgn0265662,0,NA,NA,NA,NA,NA
FBgn0265663,6.619232921,0.879055286,0.852312037,1.031377298,0.302363923,NA
FBgn0265664,430.724597,-5.779669805,0.642084908,-9.001410454,2.23E-19,1.08E-17
FBgn0265665,43.85879085,0.661023647,0.826467898,0.799817692,0.423816431,0.648130202
FBgn0265666,2.267096577,-0.05668538,0.649767897,-0.087239429,NA,NA
FBgn0265667,52.80203493,1.758039565,0.5266148,3.338378574,0.000842689,0.00656592
FBgn0265668,0,NA,NA,NA,NA,NA
FBgn0265669,3.014552278,-0.012375015,0.646315666,-0.019147013,NA,NA
FBgn0265670,1.723687417,-0.942094342,0.644849185,-1.460952984,NA,NA
FBgn0265671,0.583250471,-0.110531389,0.628258204,-0.175933061,NA,NA
FBgn0265672,0,NA,NA,NA,NA,NA
FBgn0265673,0,NA,NA,NA,NA,NA
FBgn0265674,0.21904879,-0.520596398,0.627360644,-0.829819982,0.406640572,NA
FBgn0265675,0,NA,NA,NA,NA,NA
FBgn0265676,0,NA,NA,NA,NA,NA
FBgn0265677,0,NA,NA,NA,NA,NA
FBgn0265678,0.465533429,0.481262729,0.632552721,0.760826272,0.44676084,NA
FBgn0265679,0,NA,NA,NA,NA,NA
FBgn0265680,0,NA,NA,NA,NA,NA
FBgn0265681,1.386986361,-0.410163539,0.641213214,-0.639667945,NA,NA
FBgn0265682,5.738232942,-0.768266394,0.701768588,-1.094757456,0.27362291,NA
FBgn0265683,0.31207868,-0.366345065,0.627893694,-0.583450779,0.559589883,NA
FBgn0265684,0,NA,NA,NA,NA,NA
FBgn0265685,29.01173964,-0.028788947,0.766613949,-0.037553383,0.970043777,0.988621591
FBgn0265686,35.89442283,0.379492195,0.811217946,0.467805473,0.639923707,0.809333504
FBgn0265687,0.335592859,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0265688,0.073016263,-0.246793766,0.627360644,-0.393384201,0.694035737,NA
FBgn0265689,2.265626578,0.514273256,0.817723148,0.628908766,0.529408787,NA
FBgn0265690,3.851025894,-0.333947407,0.706383014,-0.472756848,0.636386664,NA
FBgn0265691,3.511629405,-0.354228412,0.729266976,-0.485732144,0.62715709,NA
FBgn0265692,0.546912948,0.609321064,0.633920487,0.961194781,NA,NA
FBgn0265693,79.27255267,-6.092030713,0.721831201,-8.439688813,3.18E-17,1.39E-15
FBgn0265694,0.652011593,-0.436702214,0.633236976,-0.689634735,0.490423918,NA
FBgn0265695,0.438097579,-0.727312602,0.629060178,-1.156189228,NA,NA
FBgn0265696,6.532204929,-0.758151342,0.853688637,-0.88808883,0.374492971,NA
FBgn0265697,1.620816174,-0.251647647,0.647292634,-0.38876952,0.69744665,NA
FBgn0265698,0.367329841,-0.520596398,0.627360644,-0.829819982,0.406640572,NA
FBgn0265699,162.8438054,0.87392671,0.886304772,0.98603408,0.32411639,0.557957205
FBgn0265700,2.3237507,-0.023259221,0.644771645,-0.036073579,NA,NA
FBgn0265701,0.055348718,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0265702,0,NA,NA,NA,NA,NA
FBgn0265703,0,NA,NA,NA,NA,NA
FBgn0265704,0,NA,NA,NA,NA,NA
FBgn0265705,0.865333731,-0.197701337,0.636734422,-0.310492616,0.756186374,NA
FBgn0265706,0.56700642,-0.226013233,0.629311999,-0.359143371,0.719487838,NA
FBgn0265707,124.9458904,1.843740384,0.54042965,3.411619595,0.000645782,0.005291367
FBgn0265708,0.239062416,-0.246793766,0.627360644,-0.393384201,0.694035737,NA
FBgn0265709,2.891267647,0.016212616,0.768261451,0.021102993,0.983163498,NA
FBgn0265710,14.72669773,-0.198792699,0.861914993,-0.230640726,0.817593926,0.914020981
FBgn0265711,2.03844155,0.424253528,0.647295366,0.655424944,NA,NA
FBgn0265712,0.073016263,-0.246793766,0.627360644,-0.393384201,0.694035737,NA
FBgn0265713,0.110697436,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0265714,24.16746487,-1.850669076,0.833332347,-2.220805521,0.026364137,0.105033592
FBgn0265715,0.372996799,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0265716,32.4954235,0.927154908,0.810061792,1.144548375,0.252396288,0.481761539
FBgn0265717,0.146032526,-0.383695082,0.627360644,-0.611602091,0.540801054,NA
FBgn0265718,46.93134115,-0.455074331,0.880037012,-0.517108173,0.605080649,0.785416303
FBgn0265719,0.871460333,0.651958968,0.639038017,1.020219379,0.307624429,NA
FBgn0265720,0,NA,NA,NA,NA,NA
FBgn0265721,0.553487178,-0.108227099,0.629019284,-0.172056885,NA,NA
FBgn0265722,1.049703553,0.290465254,0.642027589,0.452418649,0.650967415,NA
FBgn0265723,1.175338474,0.021608411,0.638346508,0.033850598,NA,NA
FBgn0265724,0.083321496,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0265725,0.051588452,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0265726,2178.074696,0.219332063,0.306535815,0.715518556,0.474288679,0.692624526
FBgn0265727,0.27007166,-0.246793766,0.627360644,-0.393384201,0.694035737,NA
FBgn0265728,4.367848374,0.105062211,0.651814558,0.161184204,NA,NA
FBgn0265729,0.055348718,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0265730,8.810704655,-1.77662498,0.880383294,-2.018013055,0.043589902,0.150372272
FBgn0265731,0,NA,NA,NA,NA,NA
FBgn0265732,3.331657987,0.988624632,0.840448776,1.176305636,0.239472764,NA
FBgn0265733,1.310459715,0.530438696,0.643827293,0.823883519,NA,NA
FBgn0265734,2.161744205,0.770563899,0.80890172,0.952605094,0.340790195,NA
FBgn0265735,18.06767921,-3.114445887,0.884381778,-3.521607935,0.000428938,0.003722459
FBgn0265736,0.325420378,-0.246793766,0.627360644,-0.393384201,0.694035737,NA
FBgn0265737,1.892890897,-0.187254854,0.643021127,-0.291211044,0.770889917,NA
FBgn0265738,1.089943432,0.425931716,0.642359635,0.663073601,NA,NA
FBgn0265739,0.573077532,-0.626513489,0.63152061,-0.992071326,0.321162733,NA
FBgn0265740,0,NA,NA,NA,NA,NA
FBgn0265741,0.27007166,-0.246793766,0.627360644,-0.393384201,0.694035737,NA
FBgn0265742,0.546912948,0.609321064,0.633920487,0.961194781,NA,NA
FBgn0265743,0.335592859,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0265744,0.044993318,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0265745,2.564574433,-0.622557588,0.727319964,-0.855961088,0.392019303,NA
FBgn0265746,8.793681039,0.946501993,0.868951694,1.089245812,0.276045502,0.507566018
FBgn0265747,4.285607278,-0.373354192,0.676103833,-0.552214281,0.580801551,NA
FBgn0265748,0,NA,NA,NA,NA,NA
FBgn0265749,5.157611059,1.079430022,0.705131918,1.530819971,NA,NA
FBgn0265750,0.447020203,0.546314888,0.631508314,0.865095322,0.386986472,NA
FBgn0265751,6.265765277,1.101339428,0.801710581,1.373736924,0.169523369,NA
FBgn0265752,0,NA,NA,NA,NA,NA
FBgn0265753,0.438097579,-0.727312602,0.629060178,-1.156189228,NA,NA
FBgn0265754,0,NA,NA,NA,NA,NA
FBgn0265755,0.21904879,-0.520596398,0.627360644,-0.829819982,0.406640572,NA
FBgn0265756,3.976208976,1.717637593,0.86436269,1.987172297,0.046903307,NA
FBgn0265757,29.08226097,1.491550697,0.804056271,1.855032728,0.063591553,0.19533276
FBgn0265758,6.03049788,-1.170177498,0.810773067,-1.443286101,0.148939894,NA
FBgn0265759,264.7072205,-1.988656723,0.444618628,-4.472724706,7.72E-06,0.000110319
FBgn0265760,13.40692995,1.019548337,0.837669804,1.217124376,0.223556898,0.447622194
FBgn0265761,59.39172003,6.105740678,0.867239651,7.040430716,NA,NA
FBgn0265762,12.88353146,2.868814757,0.891484114,3.218021177,0.001290783,0.009413933
FBgn0265763,1.861709719,0.469859378,0.64759873,0.725540918,NA,NA
FBgn0265764,7.702307803,-0.279953256,0.785171997,-0.356550229,0.721428543,0.862595224
FBgn0265765,0.068364119,0.027008867,0.627360644,0.043051579,0.965660418,NA
FBgn0265766,0.227193651,0.300811499,0.627360644,0.47948736,0.631591958,NA
FBgn0265767,19.93643898,0.770458054,0.896719842,0.859195947,0.390232419,0.61779868
FBgn0265778,3004.553404,0.556146499,0.290244546,1.916130749,0.055348455,0.17767643
FBgn0265784,2865.396644,-0.391957879,0.280690231,-1.396407271,0.162591887,0.368420338
FBgn0265785,0,NA,NA,NA,NA,NA
FBgn0265786,1.267219651,0.193036844,0.634800105,0.304090756,0.761058749,NA
FBgn0265787,0.945131436,0.231757729,0.638891868,0.362749536,NA,NA
FBgn0265788,0.21904879,-0.520596398,0.627360644,-0.829819982,0.406640572,NA
FBgn0265789,0.584130105,-0.809895332,0.63030433,-1.284927444,NA,NA
FBgn0265790,0,NA,NA,NA,NA,NA
FBgn0265791,0.553487178,-0.108227099,0.629019284,-0.172056885,NA,NA
FBgn0265792,0,NA,NA,NA,NA,NA
FBgn0265793,0.310193544,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0265794,0,NA,NA,NA,NA,NA
FBgn0265795,0,NA,NA,NA,NA,NA
FBgn0265796,1.011042817,-0.513281646,0.639165529,-0.803049637,0.421946045,NA
FBgn0265797,0.664184613,-0.101699464,0.630486402,-0.161303183,NA,NA
FBgn0265798,7.101000066,2.128391953,0.803694153,2.648261089,0.008090701,0.042820424
FBgn0265799,0.574993503,-0.102897956,0.630227803,-0.163271051,NA,NA
FBgn0265800,15.27221416,0.324655279,0.745308005,0.435598808,0.663127836,0.823594908
FBgn0265801,0.286372382,0.163910183,0.627360644,0.26126947,0.793884709,NA
FBgn0265802,0,NA,NA,NA,NA,NA
FBgn0265803,0.511113842,-0.773273341,0.629438885,-1.228512187,NA,NA
FBgn0265804,0,NA,NA,NA,NA,NA
FBgn0265805,0.110697436,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0265806,0,NA,NA,NA,NA,NA
FBgn0265807,0.083321496,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0265808,2.365028479,0.319444737,0.647459801,0.493381577,NA,NA
FBgn0265809,1.384803371,0.307171163,0.644065821,0.476925111,0.63341545,NA
FBgn0265810,0.819110058,-0.12548146,0.636639126,-0.197099825,0.843749421,NA
FBgn0265811,0.332600931,-0.358997778,0.628123964,-0.571539694,0.567633861,NA
FBgn0265812,0,NA,NA,NA,NA,NA
FBgn0265813,0,NA,NA,NA,NA,NA
FBgn0265814,10.89914265,-0.88951827,0.893430059,-0.995621605,0.319434033,0.553834338
FBgn0265815,5.292688673,1.971869046,0.88821517,2.220035317,0.02641637,NA
FBgn0265816,4.255901471,0.614637613,0.876617367,0.701146972,0.483211299,NA
FBgn0265817,15.50954781,1.583831035,0.897164655,1.765373865,0.077500953,0.223591518
FBgn0265818,2.779207878,0.383112255,0.686826281,0.557800809,0.57698041,NA
FBgn0265819,26.13263591,1.565647891,0.815170336,1.920638942,0.054777242,0.176603725
FBgn0265820,0.814141689,0.510708229,0.634810466,0.804505055,NA,NA
FBgn0265821,0.136728237,0.163910183,0.627360644,0.26126947,0.793884709,NA
FBgn0265822,0.365081316,-0.674268105,0.628583585,-1.072678514,0.283415384,NA
FBgn0265823,99.99096438,4.021400541,0.705712863,5.698352339,1.21E-08,2.80E-07
FBgn0265824,0.025794226,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0265825,3.502977392,-0.409576608,0.763442939,-0.536486209,0.591622565,NA
FBgn0265826,0,NA,NA,NA,NA,NA
FBgn0265827,0,NA,NA,NA,NA,NA
FBgn0265828,0,NA,NA,NA,NA,NA
FBgn0265829,0,NA,NA,NA,NA,NA
FBgn0265830,22.36566863,1.611593579,0.861633419,1.870393538,0.061429189,0.190682146
FBgn0265831,0,NA,NA,NA,NA,NA
FBgn0265832,0.365081316,-0.674268105,0.628583585,-1.072678514,0.283415384,NA
FBgn0265833,15.28662241,1.778099909,0.872529363,2.037868276,0.041563108,0.145636288
FBgn0265834,9.310528548,2.389490168,0.866195608,2.75860342,0.005804893,0.032686275
FBgn0265835,0.093648941,0.027008867,0.627360644,0.043051579,0.965660418,NA
FBgn0265836,0.077382678,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0265837,0,NA,NA,NA,NA,NA
FBgn0265838,6.432381378,0.289179813,0.850638895,0.33995602,0.733889648,NA
FBgn0265839,89.79758022,-1.057742828,0.745688854,-1.418477454,0.156051417,0.359252492
FBgn0265840,0,NA,NA,NA,NA,NA
FBgn0265841,0.546912948,0.609321064,0.633920487,0.961194781,NA,NA
FBgn0265842,1.162190015,0.817461164,0.641203606,1.274885476,NA,NA
FBgn0265843,1.67453086,0.38695745,0.646954473,0.598121608,0.549758793,NA
FBgn0265844,4.760942452,1.415487634,0.858221758,1.649326204,0.099080824,NA
FBgn0265845,0.716416356,0.682987858,0.636628713,1.072819752,0.283351997,NA
FBgn0265846,0.954283883,0.763359954,0.639184237,1.194272183,0.232371515,NA
FBgn0265847,4.127852654,0.721293178,0.671759523,1.073737183,0.282940491,NA
FBgn0265849,0,NA,NA,NA,NA,NA
FBgn0265850,0,NA,NA,NA,NA,NA
FBgn0265851,0.159052713,0.027008867,0.627360644,0.043051579,0.965660418,NA
FBgn0265852,0,NA,NA,NA,NA,NA
FBgn0265853,75.53306545,-0.802910648,0.872736604,-0.919991948,0.357576967,0.589469434
FBgn0265854,4.221029821,0.867004112,0.847071676,1.02353099,0.306056855,NA
FBgn0265855,0.511113842,-0.773273341,0.629438885,-1.228512187,NA,NA
FBgn0265856,0.083321496,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0265857,0.730162632,-0.863259792,0.632765445,-1.364265068,NA,NA
FBgn0265858,0.21904879,-0.520596398,0.627360644,-0.829819982,0.406640572,NA
FBgn0265859,0.210978567,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0265860,1.246929631,-0.681435169,0.634059782,-1.074717541,NA,NA
FBgn0265861,0,NA,NA,NA,NA,NA
FBgn0265862,0,NA,NA,NA,NA,NA
FBgn0265863,0.27007166,-0.246793766,0.627360644,-0.393384201,0.694035737,NA
FBgn0265864,0,NA,NA,NA,NA,NA
FBgn0265865,0.895179629,0.472083851,0.639045543,0.738732718,0.460069315,NA
FBgn0265866,3.069604807,-0.472791086,0.765037628,-0.617997166,0.536577207,NA
FBgn0265868,4.488622838,-1.006432752,0.765358977,-1.314981312,0.188516183,NA
FBgn0265869,0,NA,NA,NA,NA,NA
FBgn0265870,0.354506907,-0.10989245,0.627360644,-0.175166311,NA,NA
FBgn0265871,1.263368751,-0.059292314,0.637705083,-0.092977641,0.925921324,NA
FBgn0265872,0,NA,NA,NA,NA,NA
FBgn0265873,93.56055183,1.791923348,0.802801692,2.23208716,0.025609203,0.103300762
FBgn0265874,11.67468552,0.843302908,0.869137948,0.970275099,0.331909386,0.565144586
FBgn0265875,0,NA,NA,NA,NA,NA
FBgn0265876,0,NA,NA,NA,NA,NA
FBgn0265877,1.933236927,0.403462339,0.687760873,0.586631713,0.557451079,NA
FBgn0265878,1.135230781,0.644386244,0.639344171,1.007886321,0.313509039,NA
FBgn0265879,0.693449718,0.33608705,0.63733046,0.527335615,0.597960546,NA
FBgn0265880,0.47854883,0.569539478,0.632403015,0.900595767,NA,NA
FBgn0265881,2.542008169,0.716266537,0.64920921,1.103290782,NA,NA
FBgn0265882,1.022227685,-0.92038921,0.637181141,-1.444470263,NA,NA
FBgn0265883,0,NA,NA,NA,NA,NA
FBgn0265884,0,NA,NA,NA,NA,NA
FBgn0265885,1.020188622,0.217748901,0.640595492,0.33991638,0.733919501,NA
FBgn0265886,0,NA,NA,NA,NA,NA
FBgn0265887,2.202451623,-0.236592725,0.761247264,-0.310796157,0.755955591,NA
FBgn0265888,6.994679323,-1.18973711,0.892139851,-1.333576914,0.182342553,0.396227872
FBgn0265889,0.165717852,0.027008867,0.627360644,0.043051579,0.965660418,NA
FBgn0265890,8.731657513,-0.20921794,0.802345621,-0.260757877,NA,NA
FBgn0265891,0,NA,NA,NA,NA,NA
FBgn0265892,0,NA,NA,NA,NA,NA
FBgn0265893,0,NA,NA,NA,NA,NA
FBgn0265894,0.068364119,0.027008867,0.627360644,0.043051579,0.965660418,NA
FBgn0265895,0,NA,NA,NA,NA,NA
FBgn0265896,0.21904879,-0.520596398,0.627360644,-0.829819982,0.406640572,NA
FBgn0265897,2.225286127,-0.582749715,0.649782347,-0.89683833,0.369805192,NA
FBgn0265898,0.737532671,0.185797249,0.635867445,0.292194938,NA,NA
FBgn0265899,0.068364119,0.027008867,0.627360644,0.043051579,0.965660418,NA
FBgn0265900,0,NA,NA,NA,NA,NA
FBgn0265901,10.48909475,-0.263929552,0.780751528,-0.338045514,0.735328889,0.870461596
FBgn0265902,0,NA,NA,NA,NA,NA
FBgn0265903,1.901153286,-0.567536807,0.647763087,-0.876148731,0.380949184,NA
FBgn0265904,1.432394733,-0.1993599,0.640656033,-0.311180867,NA,NA
FBgn0265905,0,NA,NA,NA,NA,NA
FBgn0265906,0,NA,NA,NA,NA,NA
FBgn0265907,0.083321496,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0265908,1.677964297,-0.106136062,0.62950516,-0.16860237,NA,NA
FBgn0265909,0.044993318,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0265910,1.15955516,0.513136127,0.642736245,0.798361895,0.424660509,NA
FBgn0265911,0.333285983,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0265912,128.753846,3.235516963,0.51863217,6.238558169,4.42E-10,1.18E-08
FBgn0265913,16.24179068,-4.327723868,0.839827401,-5.153111061,2.56E-07,4.87E-06
FBgn0265914,0.54014332,-0.383695082,0.627360644,-0.611602091,0.540801054,NA
FBgn0265915,5.094781736,-1.038815122,0.821252603,-1.264915469,0.205901631,NA
FBgn0265916,3.045703587,-0.844536672,0.830367549,-1.017063676,0.309123139,NA
FBgn0265917,5.065689637,-0.782529717,0.853558877,-0.916784698,0.359255473,NA
FBgn0265918,2.385188397,-0.240758029,0.689241472,-0.349308681,0.726857582,NA
FBgn0265919,27.33766427,-0.040489332,0.639728935,-0.063291388,0.949534474,0.978674819
FBgn0265920,2.048092858,0.225966484,0.647007625,0.349248564,NA,NA
FBgn0265921,1.974289221,0.006855236,0.649408668,0.010556121,0.991577591,NA
FBgn0265922,0,NA,NA,NA,NA,NA
FBgn0265923,1.970449145,0.931917384,0.668670511,1.393686978,NA,NA
FBgn0265924,0,NA,NA,NA,NA,NA
FBgn0265925,0.704432789,-0.084618236,0.633104625,-0.133656007,0.893674594,NA
FBgn0265926,1.313071449,0.136140458,0.642935992,0.211748074,NA,NA
FBgn0265927,0,NA,NA,NA,NA,NA
FBgn0265928,48.49956714,0.828363475,0.57549748,1.439386799,0.150040962,0.349455116
FBgn0265929,7.899657312,-1.457534296,0.876620727,-1.662673778,0.096377754,0.259788073
FBgn0265930,0,NA,NA,NA,NA,NA
FBgn0265931,0.192076955,0.163910183,0.627360644,0.26126947,0.793884709,NA
FBgn0265932,0,NA,NA,NA,NA,NA
FBgn0265933,0,NA,NA,NA,NA,NA
FBgn0265934,0.241449069,0.163910183,0.627360644,0.26126947,0.793884709,NA
FBgn0265935,1407.686748,-0.482274867,0.420973648,-1.145617713,0.251953365,0.481467433
FBgn0265937,75.32674151,0.797818226,0.458600435,1.739680484,0.081915138,0.232517032
